source_doc,source_section,target_doc,target_section,relationship_type,relationship_confidence,relationship_bidirectional,sim_score,source_concepts,target_concepts,source_is_api,target_is_api,classification_source,src_type,tgt_type
data/raw_md/articles/ui-construction/controllers-and-actions/controllers,controllers::7,data/raw_md/apidoc/DevExpress.ExpressApp/ViewController`1/ViewController`1,ViewController`1::2,related_to,0.55,False,0.5800557732582092,['Controllers'],['Controllers'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/event-planning-and-notifications/scheduler/scheduler-module-overview,scheduler-module-overview::12,data/raw_md/apidoc/DevExpress.ExpressApp.Scheduler.Win/SchedulerListEditor/SchedulerListEditor,SchedulerListEditor::1,related_to,0.52,False,0.5800535678863525,['Solution Structure and Module Design' 'Template Kit and CLI'],['List Editors' 'List View' 'Scheduler Module' 'Views'],False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.ExpressApp/NonPersistentObjectSpace/CustomGetObjectsQuery,CustomGetObjectsQuery::1,data/raw_md/articles/business-model-design-orm/non-persistent-objects,non-persistent-objects::16,related_to,0.55,False,0.5799623131752014,[],['Business Objects' 'Object Space'],True,False,llm,API Reference,Conceptual
data/raw_md/articles/business-model-design-orm/data-types-supported-by-built-in-editors/numeric-properties,numeric-properties::8,data/raw_md/apidoc/DevExpress.ExpressApp.Model/IModelCommonMemberViewItem/EditMask1133301,EditMask1133301::1,related_to,0.5,False,0.5799314975738525,[],['Detail View' 'Model Editor' 'Property Editors' 'Views'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/business-model-design-orm/non-persistent-objects,non-persistent-objects::10,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/ObjectChanged1134395,ObjectChanged1134395::1,related_to,0.55,False,0.5799297094345093,['Business Objects' 'Non-Persistent Objects'],['Business Object Lifecycle' 'Business Objects'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/actions/perform-common-tasks-with-xaf-actions,perform-common-tasks-with-xaf-actions::8,data/raw_md/apidoc/DevExpress.ExpressApp.Actions/ActionBase/Category1130009,Category1130009::1,related_to,0.52,False,0.5799061059951782,['Actions' 'Controllers'],['Actions' 'Controllers'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/data-security-and-safety/security-system/authentication,authentication::7,data/raw_md/apidoc/DevExpress.ExpressApp.Security/SecurityStrategyComplex/NewUserRoleName1136639,NewUserRoleName1136639::4,related_to,0.4,False,0.5798773765563965,['Authentication' 'Security System'],[],False,True,llm,Conceptual,API Reference
data/raw_md/articles/business-model-design-orm/non-persistent-objects,non-persistent-objects::16,data/raw_md/apidoc/DevExpress.ExpressApp/IXafEntityObject/IXafEntityObject,IXafEntityObject::3,related_to,0.45,False,0.5798330307006836,['Business Objects' 'Object Space'],[],False,True,llm,Conceptual,API Reference
data/raw_md/articles/business-model-design-orm/business-model-design-with-xpo/create-a-business-model-in-the-xpo-data-model-designer,create-a-business-model-in-the-xpo-data-model-designer::8,data/raw_md/apidoc/DevExpress.Persistent.Base/ImageNameAttribute/ImageNameAttribute,ImageNameAttribute::1,related_to,0.5,False,0.5796959400177002,['Model Editor' 'ORM Data Model Designer'],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.Persistent.Validation/IRule/UsedProperties1132641,UsedProperties1132641::1,data/raw_md/articles/validation/implement-custom-rules,implement-custom-rules::5,related_to,0.6,False,0.5796428322792053,['Validation'],['Custom Validation Rules' 'Model Editor' 'Validation'],True,False,llm,API Reference,Conceptual
data/raw_md/articles/business-model-design-orm/types-info-subsystem/use-metadata-to-customize-business-classes-dynamically,use-metadata-to-customize-business-classes-dynamically::3,data/raw_md/apidoc/DevExpress.Persistent.Base/ImmediatePostDataAttribute/ImmediatePostDataAttribute,ImmediatePostDataAttribute::1,related_to,0.45,False,0.5796090364456177,['Model Editor'],['Detail View' 'Property Editors' 'Standard Property Editors' 'Views'],False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpaceProvider/ConnectionString1189064,ConnectionString1189064::1,data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/XPObjectSpaceProviderOptions/ConnectionString,ConnectionString::1,related_to,0.7,True,0.869350254535675,['Database Connection and Configuration' 'XPO'],['Database Connection and Configuration' 'XPO'],True,True,llm,API Reference,API Reference
data/raw_md/articles/conditional-appearance,conditional-appearance::10,data/raw_md/apidoc/DevExpress.ExpressApp.ConditionalAppearance/AppearanceAttribute/Visibility1134111,Visibility1134111::1,related_to,0.55,False,0.5795573592185974,"['Action Active and Enabled State' 'Actions' 'Conditional Appearance'
 'Controllers']",['Conditional Appearance'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::10,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/IModelHiddenActions/IModelHiddenActions,IModelHiddenActions::1,related_to,0.45,False,0.5795315504074097,['Built-In Controllers' 'Controllers'],[],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::4,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/RecordsNavigationController/PreviousObjectAction1130869,PreviousObjectAction1130869::1,related_to,0.45,False,0.5794762969017029,['Built-In Controllers' 'Controllers' 'Views'],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.ExpressApp.Win/WinApplication/UseLightStyle1209367,UseLightStyle1209367::1,data/raw_md/articles/ui-construction/templates/winforms-application-templates,winforms-application-templates::3,related_to,0.55,False,0.579430103302002,['Solution Structure and Module Design' 'Template Kit and CLI'],['Application Templates'],True,False,llm,API Reference,Conceptual
data/raw_md/articles/data-manipulation-and-business-logic/create-read-update-and-delete-data/save-objects-to-database,save-objects-to-database::4,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/IsCommitting1134465,IsCommitting1134465::1,related_to,0.55,False,0.5794222950935364,[],[],False,True,llm,Conceptual,API Reference
data/raw_md/articles/business-model-design-orm/types-info-subsystem/use-metadata-to-customize-business-classes-dynamically,use-metadata-to-customize-business-classes-dynamically::7,data/raw_md/apidoc/DevExpress.ExpressApp.Model.Core/ModelMemberReadOnlyCalculator/AllowPersistentCustomProperties1137367,AllowPersistentCustomProperties1137367::1,related_to,0.45,False,0.5794040560722351,[],[],False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.ExpressApp.FileAttachments.Win/FileAttachmentListViewController/AddFromFileAction1137262,AddFromFileAction1137262::1,data/raw_md/articles/business-model-design-orm/data-types-supported-by-built-in-editors/file-attachment-properties,file-attachment-properties::4,related_to,0.6,False,0.5792760848999023,['Model Editor'],['File Attachments' 'Office Module'],True,False,llm,API Reference,Conceptual
data/raw_md/articles/validation/implement-custom-rules,implement-custom-rules::2,data/raw_md/apidoc/DevExpress.Persistent.Validation/RuleCombinationOfPropertiesIsUniqueAttribute/RuleCombinationOfPropertiesIsUniqueAttribute,RuleCombinationOfPropertiesIsUniqueAttribute::3,related_to,0.5,False,0.5792708396911621,['Custom Validation Rules' 'Validation'],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.Persistent.Validation/RuleBase/#ctor1132723,#ctor1132723::1,data/raw_md/apidoc/DevExpress.Persistent.Validation/RuleFromBoolPropertyAttribute/#ctor1136491,#ctor1136491::1,related_to,0.6,True,0.8688820004463196,['Validation'],['Validation'],True,True,llm,API Reference,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::8,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/AutoCommit1130859,AutoCommit1130859::1,related_to,0.4,False,0.5792115926742554,['Built-In Controllers' 'Controllers' 'Detail View' 'Views'],[],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-extra-modules,built-in-controllers-and-actions-in-extra-modules::27,data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportServiceController/ReportServiceController,ReportServiceController::1,related_to,0.55,False,0.5792067646980286,['Controllers'],['Controllers'],False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.ExpressApp/ObjectSpaceFactoryExtensions/CreateObjectSpace``1_1,CreateObjectSpace``1_1::1,data/raw_md/apidoc/DevExpress.ExpressApp/XafApplication/CreateObjectSpace,CreateObjectSpace::1,related_to,0.72,True,0.8687963485717773,['Object Space'],['Object Space'],True,True,llm,API Reference,API Reference
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/CreateCollection1136431,CreateCollection1136431::1,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/CreateServerCollection1134417,CreateServerCollection1134417::1,related_to,0.72,True,0.8687629699707031,['Criteria and Query Language'],['Criteria and Query Language' 'XPO'],True,True,llm,API Reference,API Reference
data/raw_md/apidoc/DevExpress.ExpressApp/NonPersistentObjectSpace/AutoSetModifiedOnObjectChange,AutoSetModifiedOnObjectChange::1,data/raw_md/articles/business-model-design-orm/non-persistent-objects,non-persistent-objects::18,related_to,0.5,False,0.5791123509407043,[],['Business Objects' 'Non-Persistent Objects' 'Object Space'],True,False,llm,API Reference,Conceptual
data/raw_md/articles/app-shell-and-base-infrastructure/application-personalization/splash-forms-winforms/use-a-custom-class,use-a-custom-class::4,data/raw_md/apidoc/DevExpress.ExpressApp.Win/ISplash/Start1131576,Start1131576::1,related_to,0.5,False,0.5790724754333496,[],['XAF Application'],False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/NewObjectViewController/NewObjectAction1130807,NewObjectAction1130807::6,data/raw_md/articles/ui-construction/controllers-and-actions/actions/how-to-customize-the-new-actions-items-list,how-to-customize-the-new-actions-items-list::2,related_to,0.55,False,0.5790693759918213,[],[],True,False,llm,API Reference,How-to Task
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::11,data/raw_md/apidoc/DevExpress.ExpressApp/ListView/Editor1129858,Editor1129858::1,related_to,0.45,False,0.5790643692016602,['Built-In Controllers' 'Controllers' 'Model Editor'],['List Editors' 'List View' 'Views'],False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.Persistent.Validation/RuleValidationResult/#ctor1158492,#ctor1158492::1,data/raw_md/apidoc/DevExpress.Persistent.Validation/ValidationCompletedEventArgs/#ctor,#ctor::1,related_to,0.7,True,0.8685858249664307,['Validation'],['Validation'],True,True,llm,API Reference,API Reference
data/raw_md/articles/business-model-design-orm/data-types-supported-by-built-in-editors/criteria-properties,criteria-properties::10,data/raw_md/apidoc/DevExpress.ExpressApp.Editors/PropertyEditorAttribute/PropertyEditorAttribute,PropertyEditorAttribute::10,related_to,0.55,False,0.5789931416511536,['Detail View' 'Property Editors' 'Specialized Property Editors' 'Views'],['Detail View' 'Lookup Property Editors' 'Property Editors' 'Views'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/event-planning-and-notifications/how-to-show-notifications-to-a-specific-user,how-to-show-notifications-to-a-specific-user::3,data/raw_md/articles/event-planning-and-notifications/how-to-show-various-notifications-for-multiple-users,how-to-show-various-notifications-for-multiple-users::3,related_to,0.6,True,0.8684873580932617,['Notifications'],['Notifications'],False,False,llm,How-to Task,How-to Task
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::14,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/NewObjectViewController/NewObjectAction1130807,NewObjectAction1130807::1,related_to,0.5,False,0.5789706707000732,['Built-In Controllers' 'Controllers'],['Actions' 'Controllers'],False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.Persistent.Validation/RuleRegularExpressionAttribute/RuleRegularExpressionAttribute,RuleRegularExpressionAttribute::1,data/raw_md/apidoc/DevExpress.Persistent.Validation/RuleRangeAttribute/RuleRangeAttribute,RuleRangeAttribute::1,related_to,0.75,True,0.868427038192749,['Validation'],['Validation'],True,True,llm,API Reference,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::19,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/RecordsNavigationController/RecordsNavigationController,RecordsNavigationController::1,related_to,0.4,False,0.5789449214935303,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/data-security-and-safety/security-system/authentication/oauth-and-custom-authentication/active-directory-and-oauth2-authentication-providers-in-blazor-applications,active-directory-and-oauth2-authentication-providers-in-blazor-applications::12,data/raw_md/apidoc/DevExpress.ExpressApp.Security/AuthenticationStandard/AuthenticationStandard,AuthenticationStandard::1,related_to,0.5,False,0.5788841843605042,['Authentication' 'OAuth and Identity Providers' 'Security System'],['Authentication' 'Security System'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/conditional-appearance,conditional-appearance::3,data/raw_md/apidoc/DevExpress.ExpressApp.ConditionalAppearance/AppearanceAttribute/Method1134108,Method1134108::1,related_to,0.55,False,0.578881561756134,"['Conditional Appearance' 'Modules' 'Solution Structure and Module Design'
 'Template Kit and CLI' 'XAF Application']",['Conditional Appearance'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/business-model-design-orm/non-persistent-objects,non-persistent-objects::1,data/raw_md/apidoc/DevExpress.ExpressApp/IXafEntityObject/IXafEntityObject,IXafEntityObject::2,related_to,0.45,False,0.5788534879684448,[],['Entity Framework Core'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/app-shell-and-base-infrastructure/application-life-cycle/windows-forms-application-life-cycle/user-authentication-using-a-logon-window-in-windows-forms-applications,user-authentication-using-a-logon-window-in-windows-forms-applications::2,data/raw_md/apidoc/DevExpress.ExpressApp/XafApplication/CreateCustomLogonWindowControllers1131007,CreateCustomLogonWindowControllers1131007::1,related_to,0.55,False,0.5788320302963257,['Authentication' 'Model Editor' 'Security System'],['Controllers' 'Windows and Frames'],False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.ExpressApp/ViewController/TargetObjectType1129873,TargetObjectType1129873::1,data/raw_md/articles/ui-construction/controllers-and-actions/customize-controllers-and-actions,customize-controllers-and-actions::4,related_to,0.52,False,0.5788170695304871,[],['Controllers'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp/XafApplication/LastLogonParametersReading1130183,LastLogonParametersReading1130183::1,data/raw_md/apidoc/DevExpress.ExpressApp/LastLogonParametersWritingEventArgs/LastLogonParametersWritingEventArgs,LastLogonParametersWritingEventArgs::1,related_to,0.7,True,0.8681735992431641,[],[],True,True,llm,API Reference,API Reference
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/#ctor1182897,#ctor1182897::1,data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpaceProvider/#ctor_1,#ctor_1::1,related_to,0.6,True,0.8681381344795227,['XPO'],['XPO'],True,True,llm,API Reference,API Reference
data/raw_md/articles/data-manipulation-and-business-logic/create-read-update-and-delete-data/create-a-new-object,create-a-new-object::9,data/raw_md/articles/data-manipulation-and-business-logic/create-read-update-and-delete-data/load-objects,load-objects::8,related_to,0.75,True,0.8680822253227234,['Business Objects' 'Entity Framework Core' 'Object Space'],['Business Objects' 'Entity Framework Core' 'Object Space'],False,False,llm,Conceptual,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.ConditionalAppearance/AppearanceAttribute/FontColor1134106,FontColor1134106::1,data/raw_md/apidoc/DevExpress.ExpressApp.ConditionalAppearance/AppearanceObject/FontColor1136100,FontColor1136100::1,related_to,0.72,True,0.8680668473243713,['Conditional Appearance'],['Conditional Appearance'],True,True,llm,API Reference,API Reference
data/raw_md/apidoc/DevExpress.Persistent.BaseImpl.PermissionPolicy/PermissionPolicyUser/PermissionPolicyUser,PermissionPolicyUser::1,data/raw_md/articles/data-security-and-safety/security-system/security-object-model/implement-custom-security-objects/implement-a-custom-security-system-user-based-on-an-existing-business-class,implement-a-custom-security-system-user-based-on-an-existing-business-class::18,related_to,0.5,False,0.5786977410316467,['Authorization and Permissions' 'Security System' 'Users and Roles'],[],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp/ISupportNewItemRowPosition/ISupportNewItemRowPosition,ISupportNewItemRowPosition::1,data/raw_md/articles/ui-construction/list-editors,list-editors::5,related_to,0.55,False,0.5786840915679932,[],['List Editors' 'List View' 'Model Editor' 'Views'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.Validation/RuleSetInitializedEventArgs/#ctor1135670,#ctor1135670::1,data/raw_md/apidoc/DevExpress.Persistent.Validation/ValidationCompletedEventArgs/#ctor1137882,#ctor1137882::1,related_to,0.6,True,0.8678237199783325,['Validation'],['Validation'],True,True,llm,API Reference,API Reference
data/raw_md/apidoc/DevExpress.ExpressApp.Office.Win/IModelWinOfficeMenuManagerSettings/MenuManagerType,MenuManagerType::1,data/raw_md/articles/document-management/office-module/customize-spreadsheet-editors,customize-spreadsheet-editors::5,related_to,0.6,False,0.5784961581230164,['Model Editor'],['Detail View' 'Model Editor' 'Property Editors' 'Views'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.Editors/PropertyEditor/EditMask1131128,EditMask1131128::3,data/raw_md/articles/business-model-design-orm/data-types-supported-by-built-in-editors/numeric-properties,numeric-properties::17,related_to,0.55,False,0.5784741044044495,['Model Editor'],['Detail View' 'Property Editors' 'Views'],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/IObjectSpaceProviderBuilder`1/Add,Add::1,data/raw_md/apidoc/DevExpress.ExpressApp.Core/IObjectSpaceProviderFactory/CreateObjectSpaceProviders,CreateObjectSpaceProviders::1,related_to,0.6,False,0.8676680326461792,['Object Space'],['Object Space'],True,True,llm,API Reference,API Reference
data/raw_md/apidoc/DevExpress.Persistent.Validation/RuleUniqueValueAttribute/RuleUniqueValueAttribute,RuleUniqueValueAttribute::1,data/raw_md/articles/validation/implement-custom-rules,implement-custom-rules::6,related_to,0.55,False,0.5784000158309937,['Validation'],['Validation'],True,False,llm,API Reference,Conceptual
data/raw_md/articles/app-shell-and-base-infrastructure/application-life-cycle/windows-forms-application-life-cycle/user-authentication-using-a-logon-window-in-windows-forms-applications,user-authentication-using-a-logon-window-in-windows-forms-applications::8,data/raw_md/apidoc/DevExpress.ExpressApp/XafApplication/CreateCustomLogonWindowObjectSpace1131008,CreateCustomLogonWindowObjectSpace1131008::1,related_to,0.55,False,0.578312337398529,['Windows and Frames'],['Windows and Frames'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::18,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/NewObjectViewController/NewObjectAction1130807,NewObjectAction1130807::7,related_to,0.5,False,0.5783008337020874,['Built-In Controllers' 'Controllers'],[],False,True,llm,Conceptual,API Reference
data/raw_md/articles/app-shell-and-base-infrastructure/application-personalization/splash-forms-winforms/use-a-custom-class,use-a-custom-class::4,data/raw_md/apidoc/DevExpress.ExpressApp.Win/ISupportUpdateSplash/ISupportUpdateSplash,ISupportUpdateSplash::1,related_to,0.5,False,0.5782830715179443,[],[],False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.ExpressApp.EFCore/EFCoreObjectSpace/GetObjects``1,GetObjects``1::1,data/raw_md/apidoc/DevExpress.ExpressApp/FetchObjectsEventArgs/#ctor,#ctor::1,related_to,0.6,True,0.8673388957977295,['Criteria and Query Language'],['Criteria and Query Language'],True,True,llm,API Reference,API Reference
data/raw_md/articles/backend-web-api-service,backend-web-api-service::2,data/raw_md/apidoc/DevExpress.ExpressApp.Security/SignInManager/SignInManager,SignInManager::1,related_to,0.5,False,0.5782090425491333,[],['Solution Structure and Module Design' 'Template Kit and CLI'],False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.ExpressApp.Validation/RuleSetInitializedEventArgs/#ctor1135670,#ctor1135670::1,data/raw_md/apidoc/DevExpress.Persistent.Validation/ValidationCompletedEventArgs/#ctor,#ctor::1,related_to,0.6,True,0.8672702312469482,['Validation'],['Validation'],True,True,llm,API Reference,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::13,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/DeleteObjectsViewController/AutoCommit1131324,AutoCommit1131324::1,related_to,0.4,False,0.5781664848327637,['Built-In Controllers' 'Controllers'],[],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/ways-to-access-ui-elements-and-their-controls/how-to-access-objects-selected-in-the-current-view,how-to-access-objects-selected-in-the-current-view::6,data/raw_md/apidoc/DevExpress.ExpressApp.Actions/SimpleActionExecuteEventArgs/SelectedObjects1130159,SelectedObjects1130159::1,related_to,0.62,True,0.5781400203704834,[],['Actions' 'Controllers'],False,True,llm,How-to Task,API Reference
data/raw_md/articles/data-manipulation-and-business-logic/access-object-space-security-and-caption-helper-in-asp-net-core-environment,access-object-space-security-and-caption-helper-in-asp-net-core-environment::6,data/raw_md/apidoc/DevExpress.ExpressApp.Security/ISecurityProvider/GetSecurity,GetSecurity::1,related_to,0.5,False,0.5780684947967529,['Controllers' 'Views'],['Security System'],False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.Persistent.BaseImpl/DashboardData/#ctor1182386,#ctor1182386::1,data/raw_md/apidoc/DevExpress.Persistent.BaseImpl/ReportDataV2/#ctor1137727,#ctor1137727::1,related_to,0.7,True,0.8670759201049805,['XPO'],['XPO'],True,True,llm,API Reference,API Reference
data/raw_md/articles/document-management/clone-object-module,clone-object-module::9,data/raw_md/apidoc/DevExpress.ExpressApp.CloneObject/CloneObjectViewController/CustomGetCloneActionTargetTypes,CustomGetCloneActionTargetTypes::1,related_to,0.55,False,0.5780173540115356,['Clone Object'],[],False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.ExpressApp.Office.Win/OfficeWindowsFormsModule/AddModelNodeUpdaters,AddModelNodeUpdaters::1,data/raw_md/articles/ui-construction/application-model-ui-settings-storage/application-model-storages/handle-application-model-upgrades,handle-application-model-upgrades::16,related_to,0.6,False,0.5780104994773865,[],[],True,False,llm,API Reference,Conceptual
data/raw_md/apidoc/DevExpress.ExpressApp.ConditionalAppearance/AppearanceAttribute/FontColor1134106,FontColor1134106::1,data/raw_md/apidoc/DevExpress.ExpressApp.ConditionalAppearance/IAppearance/FontColor1134091,FontColor1134091::1,related_to,0.72,True,0.8669876456260681,['Conditional Appearance'],['Conditional Appearance'],True,True,llm,API Reference,API Reference
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportStorageBase/CreateReportHandle,CreateReportHandle::1,data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportContainer/#ctor,#ctor::1,related_to,0.5,False,0.866987407207489,['Reports Module'],['Reports Module'],True,True,llm,API Reference,API Reference
data/raw_md/apidoc/DevExpress.ExpressApp.Actions/ActionBase/ConfirmationMessage1130010,ConfirmationMessage1130010::2,data/raw_md/articles/app-shell-and-base-infrastructure/dialogs-and-notifications/ways-to-show-a-confirmation-dialog,ways-to-show-a-confirmation-dialog::12,related_to,0.5,False,0.5779718160629272,[],[],True,False,llm,API Reference,Conceptual
data/raw_md/articles/backend-web-api-service/create-custom-endpoints/access-object-space-security-and-caption-helper-in-custom-endpoint,access-object-space-security-and-caption-helper-in-custom-endpoint::4,data/raw_md/apidoc/DevExpress.ExpressApp.Utils/CaptionHelper/CaptionHelper,CaptionHelper::1,related_to,0.55,False,0.5779570937156677,[],[],False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/RecordsNavigationController/PreviousObjectAction1130869,PreviousObjectAction1130869::1,data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::9,related_to,0.5,False,0.5779439210891724,['Model Editor'],['Built-In Controllers' 'Controllers'],True,False,llm,API Reference,Conceptual
data/raw_md/articles/business-model-design-orm/data-types-supported-by-built-in-editors/criteria-properties,criteria-properties::6,data/raw_md/apidoc/DevExpress.ExpressApp.Editors/PropertyEditorAttribute/PropertyEditorAttribute,PropertyEditorAttribute::2,related_to,0.52,False,0.5778887271881104,['Detail View' 'Model Editor' 'Property Editors' 'Views'],['Detail View' 'Model Editor' 'Property Editors' 'Views'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/backend-web-api-service,backend-web-api-service::3,data/raw_md/apidoc/DevExpress.ExpressApp.Security/SignInManager/AuthenticateByLogonParameters,AuthenticateByLogonParameters::3,related_to,0.45,False,0.5778301954269409,[],['Authentication' 'Security System'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/backend-web-api-service,backend-web-api-service::3,data/raw_md/apidoc/DevExpress.ExpressApp.Security/SignInManager/SignInManager,SignInManager::2,related_to,0.5,False,0.5778301954269409,[],['Authentication' 'Security System'],False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/CreateCustomParametersDetailViewEventArgs/#ctor1137593,#ctor1137593::1,data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2.Win/CreateCustomReportDesignRepositoryItemEventArgs/#ctor1137810,#ctor1137810::1,related_to,0.6,True,0.8666157722473145,['Reports Module'],['Reports Module'],True,True,llm,API Reference,API Reference
data/raw_md/articles/business-model-design-orm/data-types-supported-by-built-in-editors/miscellaneous-property-types,miscellaneous-property-types::14,data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.Editors/BlazorPropertyEditorBase/ComponentModel,ComponentModel::1,related_to,0.52,False,0.5777031779289246,['Detail View' 'Office Module' 'Property Editors' 'Views'],['Detail View' 'Property Editors' 'Views'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/data-security-and-safety/security-system/authentication/authentication-architecture-blazor,authentication-architecture-blazor::7,data/raw_md/apidoc/DevExpress.ExpressApp.Security/AuthenticationStandardEvents/OnCustomizeLoginToken,OnCustomizeLoginToken::3,related_to,0.52,False,0.5776532888412476,['Authentication' 'Security System'],[],False,True,llm,Conceptual,API Reference
data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/FilterController/FullTextSearchTargetPropertiesMode1131563,FullTextSearchTargetPropertiesMode1131563::1,data/raw_md/articles/business-model-design-orm/data-types-supported-by-built-in-editors/reference-foreign-key-complex-type-properties,reference-foreign-key-complex-type-properties::9,related_to,0.5,False,0.5776394605636597,[],['Detail View' 'Lookup Property Editors' 'Property Editors' 'Views'],True,False,llm,API Reference,Conceptual
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::11,data/raw_md/apidoc/DevExpress.ExpressApp.Win.SystemModule/WinModificationsController/WinModificationsController,WinModificationsController::1,related_to,0.4,False,0.5776053667068481,['Built-In Controllers' 'Controllers' 'Model Editor'],[],False,True,llm,Conceptual,API Reference
