source_doc,source_section,source_is_api,source_title,source_h_path,target_doc,target_section,target_is_api,target_title,target_h_path,similarity,pair_kind,shared_concepts,shared_platforms,shared_apis,gates,would_pass_gate
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/GetObjects1163708,GetObjects1163708::1,True,C#,,data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/GetObjects1136454,GetObjects1136454::1,True,GetObjects1136454,,0.8805,api→api,"Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/GetObjects1163708,GetObjects1163708::1,True,C#,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/CreateCollection1137131,CreateCollection1137131::1,True,CreateCollection1137131,,0.879,api→api,"Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/GetObjects1163708,GetObjects1163708::1,True,C#,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/GetObjects1135388,GetObjects1135388::1,True,C#,,0.8747,api→api,"Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/GetObjects1163708,GetObjects1163708::1,True,C#,,data/raw_md/apidoc/DevExpress.ExpressApp.EFCore/EFCoreObjectSpace/GetObjects``1,GetObjects``1::1,True,GetObjects``1,,0.8746,api→api,"Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/CollectionSource/IsObjectFitForCollection1132853,IsObjectFitForCollection1132853::1,True,IsObjectFitForCollection1132853,,data/raw_md/apidoc/DevExpress.ExpressApp/PropertyCollectionSource/IsObjectFitForCollection1132610,IsObjectFitForCollection1132610::1,True,IsObjectFitForCollection1132610,,0.9938,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/CollectionSource/IsObjectFitForCollection1132853,IsObjectFitForCollection1132853::1,True,IsObjectFitForCollection1132853,,data/raw_md/apidoc/DevExpress.ExpressApp/CollectionSourceBase/IsObjectFitForCollection1131369,IsObjectFitForCollection1131369::1,True,IsObjectFitForCollection1131369,,0.9497,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/CollectionSource/IsObjectFitForCollection1132853,IsObjectFitForCollection1132853::1,True,IsObjectFitForCollection1132853,,data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/IsObjectFitForCriteria1136461,IsObjectFitForCriteria1136461::1,True,IsObjectFitForCriteria1136461,,0.8612,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/CollectionSource/IsObjectFitForCollection1132853,IsObjectFitForCollection1132853::1,True,IsObjectFitForCollection1132853,,data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/IsObjectFitForCriteria1136460,IsObjectFitForCriteria1136460::1,True,IsObjectFitForCriteria1136460,,0.8413,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/CollectionSource/IsObjectFitForCollection1132853,IsObjectFitForCollection1132853::1,True,IsObjectFitForCollection1132853,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/IsObjectFitForCriteria1134455,IsObjectFitForCriteria1134455::1,True,IsObjectFitForCriteria1134455,,0.8327,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/CollectionSource/IsObjectFitForCollection1132853,IsObjectFitForCollection1132853::1,True,IsObjectFitForCollection1132853,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/IsObjectFitForCriteria1134454,IsObjectFitForCriteria1134454::1,True,IsObjectFitForCriteria1134454,,0.8119,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/CollectionSource/IsObjectFitForCollection1132853,IsObjectFitForCollection1132853::1,True,IsObjectFitForCollection1132853,,data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/GetAssociatedCollectionCriteria1136442,GetAssociatedCollectionCriteria1136442::1,True,GetAssociatedCollectionCriteria1136442,,0.7642,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/CollectionSource/IsObjectFitForCollection1132853,IsObjectFitForCollection1132853::1,True,IsObjectFitForCollection1132853,,data/raw_md/apidoc/DevExpress.ExpressApp/CompositeObjectSpace/FindObject,FindObject::1,True,FindObject,,0.7426,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/CollectionSource/IsObjectFitForCollection1132853,IsObjectFitForCollection1132853::1,True,IsObjectFitForCollection1132853,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/GetAssociatedCollectionCriteria1134424,GetAssociatedCollectionCriteria1134424::1,True,GetAssociatedCollectionCriteria1134424,,0.7315,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/CollectionSource/IsObjectFitForCollection1132853,IsObjectFitForCollection1132853::1,True,IsObjectFitForCollection1132853,,data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/GetObjects``11136456,GetObjects``11136456::1,True,GetObjects``11136456,,0.7244,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/CollectionSourceBase/BeginUpdateCriteria1132582,BeginUpdateCriteria1132582::1,True,C#,,data/raw_md/apidoc/DevExpress.ExpressApp/CollectionSourceBase/EndUpdateCriteria1132583,EndUpdateCriteria1132583::1,True,C#,,0.9831,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/CollectionSourceBase/BeginUpdateCriteria1132582,BeginUpdateCriteria1132582::1,True,C#,,data/raw_md/apidoc/DevExpress.ExpressApp/CollectionSourceBase/SetCriteria1136942,SetCriteria1136942::1,True,SetCriteria1136942,,0.7263,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/CollectionSourceBase/EndUpdateCriteria1132583,EndUpdateCriteria1132583::1,True,C#,,data/raw_md/apidoc/DevExpress.ExpressApp/CollectionSourceBase/BeginUpdateCriteria1132582,BeginUpdateCriteria1132582::1,True,C#,,0.9831,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/CompositeObjectSpace/CreateInstantFeedbackCollection,CreateInstantFeedbackCollection::1,True,CreateInstantFeedbackCollection,,data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/CreateInstantFeedbackCollection1174988,CreateInstantFeedbackCollection1174988::1,True,CreateInstantFeedbackCollection1174988,,0.9808,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/CompositeObjectSpace/CreateInstantFeedbackCollection,CreateInstantFeedbackCollection::1,True,CreateInstantFeedbackCollection,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/CreateInstantFeedbackCollection1174991,CreateInstantFeedbackCollection1174991::1,True,CreateInstantFeedbackCollection1174991,,0.971,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/CompositeObjectSpace/CreateInstantFeedbackCollection,CreateInstantFeedbackCollection::1,True,CreateInstantFeedbackCollection,,data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/CreateInstantFeedbackCollection1174994,CreateInstantFeedbackCollection1174994::1,True,CreateInstantFeedbackCollection1174994,,0.9704,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/CompositeObjectSpace/CreateInstantFeedbackCollection,CreateInstantFeedbackCollection::1,True,CreateInstantFeedbackCollection,,data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/CreateCollection1136431,CreateCollection1136431::1,True,CreateCollection1136431,,0.8036,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/CompositeObjectSpace/CreateInstantFeedbackCollection,CreateInstantFeedbackCollection::1,True,CreateInstantFeedbackCollection,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/CreateCollection1134412,CreateCollection1134412::1,True,CreateCollection1134412,,0.7948,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/CompositeObjectSpace/CreateInstantFeedbackCollection,CreateInstantFeedbackCollection::1,True,CreateInstantFeedbackCollection,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/CreateServerCollection1134417,CreateServerCollection1134417::1,True,CreateServerCollection1134417,,0.7818,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/CompositeObjectSpace/CreateInstantFeedbackCollection,CreateInstantFeedbackCollection::1,True,CreateInstantFeedbackCollection,,data/raw_md/apidoc/DevExpress.ExpressApp/CompositeObjectSpace/CreateServerCollection,CreateServerCollection::1,True,CreateServerCollection,,0.7684,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/CompositeObjectSpace/CreateInstantFeedbackCollection,CreateInstantFeedbackCollection::1,True,CreateInstantFeedbackCollection,,data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/CreateServerCollection1136538,CreateServerCollection1136538::1,True,CreateServerCollection1136538,,0.7509,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/CompositeObjectSpace/CreateInstantFeedbackCollection,CreateInstantFeedbackCollection::1,True,CreateInstantFeedbackCollection,,data/raw_md/apidoc/DevExpress.ExpressApp/CompositeObjectSpace/ApplyCriteria,ApplyCriteria::1,True,ApplyCriteria,,0.7487,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/CompositeObjectSpace/CreateInstantFeedbackCollection,CreateInstantFeedbackCollection::1,True,CreateInstantFeedbackCollection,,data/raw_md/apidoc/DevExpress.ExpressApp/CompositeObjectSpace/ApplyFilter,ApplyFilter::1,True,ApplyFilter,,0.7434,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/DynamicCollection/#ctor,#ctor::1,True,#ctor,,data/raw_md/apidoc/DevExpress.ExpressApp/DynamicCollectionBase/#ctor,#ctor::1,True,#ctor,,0.9908,api→api,"Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/DynamicCollection/#ctor,#ctor::1,True,#ctor,,data/raw_md/apidoc/DevExpress.ExpressApp/FetchObjectsEventArgs/#ctor,#ctor::1,True,#ctor,,0.8798,api→api,"Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/DynamicCollection/#ctor,#ctor::1,True,#ctor,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/CreateCollection1137131,CreateCollection1137131::1,True,CreateCollection1137131,,0.8672,api→api,"Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/DynamicCollection/#ctor,#ctor::1,True,#ctor,,data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/CreateCollection1137116,CreateCollection1137116::1,True,CreateCollection1137116,,0.8536,api→api,"Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/DynamicCollection/#ctor,#ctor::1,True,#ctor,,data/raw_md/apidoc/DevExpress.ExpressApp/DynamicCollection/#ctor_1,#ctor_1::1,True,#ctor_1,,0.8235,api→api,,,,high_similarity_fallback,True
data/raw_md/apidoc/DevExpress.ExpressApp/DynamicCollection/#ctor,#ctor::1,True,#ctor,,data/raw_md/apidoc/DevExpress.ExpressApp.EFCore/EFCoreObjectSpace/GetObjects,GetObjects::1,True,GetObjects,,0.8147,api→api,"Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/DynamicCollection/#ctor,#ctor::1,True,#ctor,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/GetObjects1163714,GetObjects1163714::1,True,C#,,0.8078,api→api,"Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/DynamicCollection/#ctor,#ctor::1,True,#ctor,,data/raw_md/apidoc/DevExpress.ExpressApp.EFCore/EFCoreObjectSpace/GetObjects``1,GetObjects``1::1,True,GetObjects``1,,0.8025,api→api,"Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/DynamicCollection/#ctor,#ctor::1,True,#ctor,,data/raw_md/apidoc/DevExpress.ExpressApp/XafDataView/#ctor1137978,#ctor1137978::1,True,#ctor1137978,,0.8004,api→api,"Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/DynamicCollection/#ctor,#ctor::1,True,#ctor,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/CreateServerCollection1134417,CreateServerCollection1134417::1,True,CreateServerCollection1134417,,0.7979,api→api,"Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/DynamicCollectionBase/#ctor,#ctor::1,True,#ctor,,data/raw_md/apidoc/DevExpress.ExpressApp/DynamicCollection/#ctor,#ctor::1,True,#ctor,,0.9908,api→api,"Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/DynamicCollectionBase/#ctor,#ctor::1,True,#ctor,,data/raw_md/apidoc/DevExpress.ExpressApp/FetchObjectsEventArgs/#ctor,#ctor::1,True,#ctor,,0.8681,api→api,"Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/DynamicCollectionBase/#ctor,#ctor::1,True,#ctor,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/CreateCollection1137131,CreateCollection1137131::1,True,CreateCollection1137131,,0.8668,api→api,"Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/DynamicCollectionBase/#ctor,#ctor::1,True,#ctor,,data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/CreateCollection1137116,CreateCollection1137116::1,True,CreateCollection1137116,,0.8526,api→api,"Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/DynamicCollectionBase/#ctor,#ctor::1,True,#ctor,,data/raw_md/apidoc/DevExpress.ExpressApp/DynamicCollection/#ctor_1,#ctor_1::1,True,#ctor_1,,0.8381,api→api,,,,high_similarity_fallback,True
data/raw_md/apidoc/DevExpress.ExpressApp/DynamicCollectionBase/#ctor,#ctor::1,True,#ctor,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/CreateServerCollection1134417,CreateServerCollection1134417::1,True,CreateServerCollection1134417,,0.7985,api→api,"Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/DynamicCollectionBase/#ctor,#ctor::1,True,#ctor,,data/raw_md/apidoc/DevExpress.ExpressApp.EFCore/EFCoreObjectSpace/GetObjects,GetObjects::1,True,GetObjects,,0.7973,api→api,"Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/DynamicCollectionBase/#ctor,#ctor::1,True,#ctor,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/GetObjects1163714,GetObjects1163714::1,True,C#,,0.7966,api→api,"Criteria, XPO",,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/CreateInstantFeedbackCollection1174991,CreateInstantFeedbackCollection1174991::1,True,CreateInstantFeedbackCollection1174991,,data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/CreateInstantFeedbackCollection1174988,CreateInstantFeedbackCollection1174988::1,True,CreateInstantFeedbackCollection1174988,,0.9822,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/CreateInstantFeedbackCollection1174991,CreateInstantFeedbackCollection1174991::1,True,CreateInstantFeedbackCollection1174991,,data/raw_md/apidoc/DevExpress.ExpressApp/CompositeObjectSpace/CreateInstantFeedbackCollection,CreateInstantFeedbackCollection::1,True,CreateInstantFeedbackCollection,,0.971,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/CreateInstantFeedbackCollection1174991,CreateInstantFeedbackCollection1174991::1,True,CreateInstantFeedbackCollection1174991,,data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/CreateInstantFeedbackCollection1174994,CreateInstantFeedbackCollection1174994::1,True,CreateInstantFeedbackCollection1174994,,0.9678,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/CreateInstantFeedbackCollection1174991,CreateInstantFeedbackCollection1174991::1,True,CreateInstantFeedbackCollection1174991,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/CreateServerCollection1134417,CreateServerCollection1134417::1,True,CreateServerCollection1134417,,0.8153,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/CreateInstantFeedbackCollection1174991,CreateInstantFeedbackCollection1174991::1,True,CreateInstantFeedbackCollection1174991,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/CreateCollection1134412,CreateCollection1134412::1,True,CreateCollection1134412,,0.7908,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/CreateInstantFeedbackCollection1174991,CreateInstantFeedbackCollection1174991::1,True,CreateInstantFeedbackCollection1174991,,data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/CreateCollection1136431,CreateCollection1136431::1,True,CreateCollection1136431,,0.7844,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/CreateInstantFeedbackCollection1174991,CreateInstantFeedbackCollection1174991::1,True,CreateInstantFeedbackCollection1174991,,data/raw_md/apidoc/DevExpress.ExpressApp/CompositeObjectSpace/CreateServerCollection,CreateServerCollection::1,True,CreateServerCollection,,0.7658,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/CreateInstantFeedbackCollection1174991,CreateInstantFeedbackCollection1174991::1,True,CreateInstantFeedbackCollection1174991,,data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/CreateServerCollection1136538,CreateServerCollection1136538::1,True,CreateServerCollection1136538,,0.7469,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/CreateInstantFeedbackCollection1174991,CreateInstantFeedbackCollection1174991::1,True,CreateInstantFeedbackCollection1174991,,data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/CreateServerCollection1149961,CreateServerCollection1149961::1,True,CreateServerCollection1149961,,0.7371,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/CreateInstantFeedbackCollection1174991,CreateInstantFeedbackCollection1174991::1,True,CreateInstantFeedbackCollection1174991,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/ApplyCriteria1134405,ApplyCriteria1134405::1,True,ApplyCriteria1134405,,0.7347,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/FindObject``11134504,FindObject``11134504::2,True,C#,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/FindObject``11134505,FindObject``11134505::2,True,C#,,0.9946,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/FindObject``11134504,FindObject``11134504::2,True,C#,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/GetObjects1163714,GetObjects1163714::2,True,C#,,0.8723,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/FindObject``11134504,FindObject``11134504::2,True,C#,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/GetObjects``11135389,GetObjects``11135389::2,True,C#,,0.8699,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/FindObject``11134504,FindObject``11134504::2,True,C#,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/GetObjects1135388,GetObjects1135388::2,True,C#,,0.8687,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/FindObject``11134504,FindObject``11134504::2,True,C#,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/GetObjects``11134509,GetObjects``11134509::2,True,C#,,0.8658,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/FindObject``11134504,FindObject``11134504::2,True,C#,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/GetObjects``11163715,GetObjects``11163715::2,True,C#,,0.8578,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/FindObject``11134504,FindObject``11134504::2,True,C#,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/GetObjects1134442,GetObjects1134442::2,True,C#,,0.856,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/FindObject``11134504,FindObject``11134504::2,True,C#,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/FindObject1134420,FindObject1134420::2,True,C#,,0.8538,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/FindObject``11134504,FindObject``11134504::2,True,C#,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/FindObject1134422,FindObject1134422::1,True,FindObject1134422,,0.775,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/FindObject``11134505,FindObject``11134505::2,True,C#,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/FindObject``11134504,FindObject``11134504::2,True,C#,,0.9946,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/FindObject``11134505,FindObject``11134505::2,True,C#,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/GetObjects1163714,GetObjects1163714::2,True,C#,,0.8773,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/FindObject``11134505,FindObject``11134505::2,True,C#,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/GetObjects``11135389,GetObjects``11135389::2,True,C#,,0.8735,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/FindObject``11134505,FindObject``11134505::2,True,C#,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/GetObjects1135388,GetObjects1135388::2,True,C#,,0.8721,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/FindObject``11134505,FindObject``11134505::2,True,C#,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/GetObjects``11134509,GetObjects``11134509::2,True,C#,,0.8709,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/FindObject``11134505,FindObject``11134505::2,True,C#,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/FindObject1134420,FindObject1134420::2,True,C#,,0.864,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/FindObject``11134505,FindObject``11134505::2,True,C#,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/GetObjects``11163715,GetObjects``11163715::2,True,C#,,0.8609,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/FindObject``11134505,FindObject``11134505::2,True,C#,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/GetObjects1134442,GetObjects1134442::2,True,C#,,0.8603,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/FindObject``11134505,FindObject``11134505::2,True,C#,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/FindObject1134422,FindObject1134422::1,True,FindObject1134422,,0.7875,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/GetExpressionEvaluator1134429,GetExpressionEvaluator1134429::1,True,GetExpressionEvaluator1134429,,data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/GetExpressionEvaluator1136444,GetExpressionEvaluator1136444::1,True,GetExpressionEvaluator1136444,,0.9844,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/GetExpressionEvaluator1134429,GetExpressionEvaluator1134429::1,True,GetExpressionEvaluator1134429,,data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/GetExpressionEvaluator1138268,GetExpressionEvaluator1138268::1,True,GetExpressionEvaluator1138268,,0.9654,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/GetExpressionEvaluator1134429,GetExpressionEvaluator1134429::1,True,GetExpressionEvaluator1134429,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/GetExpressionEvaluator1138271,GetExpressionEvaluator1138271::1,True,GetExpressionEvaluator1138271,,0.9636,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/GetExpressionEvaluator1134429,GetExpressionEvaluator1134429::1,True,GetExpressionEvaluator1134429,,data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/Evaluate1149963,Evaluate1149963::1,True,Evaluate1149963,,0.9138,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/GetExpressionEvaluator1134429,GetExpressionEvaluator1134429::1,True,GetExpressionEvaluator1134429,,data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/Evaluate1150006,Evaluate1150006::1,True,Evaluate1150006,,0.9101,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/GetExpressionEvaluator1134429,GetExpressionEvaluator1134429::1,True,GetExpressionEvaluator1134429,,data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/Evaluate1150008,Evaluate1150008::1,True,Evaluate1150008,,0.9051,api→api,Criteria,,,concept_overlap,True
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/GetExpressionEvaluator1134429,GetExpressionEvaluator1134429::1,True,GetExpressionEvaluator1134429,,data/raw_md/apidoc/DevExpress.ExpressApp/BaseObjectSpace/GetEvaluatorContextDescriptor1136443,GetEvaluatorContextDescriptor1136443::1,True,GetEvaluatorContextDescriptor1136443,,0.85,api→api,,,,high_similarity_fallback,True
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/GetExpressionEvaluator1134429,GetExpressionEvaluator1134429::1,True,GetExpressionEvaluator1134429,,data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpace/GetEvaluatorContextDescriptor1136546,GetEvaluatorContextDescriptor1136546::1,True,GetEvaluatorContextDescriptor1136546,,0.85,api→api,,,,high_similarity_fallback,True
data/raw_md/apidoc/DevExpress.ExpressApp/IObjectSpace/GetExpressionEvaluator1134429,GetExpressionEvaluator1134429::1,True,GetExpressionEvaluator1134429,,data/raw_md/apidoc/DevExpress.ExpressApp.EFCore/EFCoreObjectSpace/Evaluate,Evaluate::1,True,Evaluate,,0.8454,api→api,Criteria,,,concept_overlap,True
